"","round","department","city","pdi","latitude","longitude","arcgis_address","score","location.x","location.y","extent.xmin","extent.ymin","extent.xmax","extent.ymax"
"254",6,"Ouest","Delmas",132,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"255",6,"Ouest","Delmas",108,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"256",6,"Ouest","Anse à Galets",100,18.8324311,-72.8643389,"Anse-à-Galets, La Gonave, L'Ouest",100,-72.8643389,18.8324311,-72.8713389,18.8254311,-72.8573389,18.8394311
"257",6,"Ouest","Tabarre",90,18.5733511,-72.2660827,"Tabarre, Port-au-Prince, L'Ouest",100,-72.2660827,18.5733511,-72.3070827,18.5323511,-72.2250827,18.6143511
"258",6,"Ouest","Pétion-Ville",36,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"259",6,"Ouest","Grand-Goâve",16,18.4182808,-72.7296867,"Grand-Gôave, Léogane, L'Ouest",100,-72.7296867,18.4182808,-72.8236867,18.3242808,-72.6356867,18.5122808
"260",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"261",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"262",6,"Ouest","Croix-Des-Bouquets",0,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"263",6,"Ouest","Pétion-Ville",0,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"264",6,"Ouest","Carrefour",0,18.54114,-72.39922,"Carrefour, Port-au-Prince, Département de l'Ouest",100,-72.39922,18.54114,-72.48922,18.45114,-72.30922,18.63114
"265",6,"Ouest","Croix-Des-Bouquets",0,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"266",6,"Ouest","Croix-Des-Bouquets",0,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"267",6,"Ouest","Tabarre",0,18.5733511,-72.2660827,"Tabarre, Port-au-Prince, L'Ouest",100,-72.2660827,18.5733511,-72.3070827,18.5323511,-72.2250827,18.6143511
"268",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"269",6,"Ouest","Carrefour",2550,18.54114,-72.39922,"Carrefour, Port-au-Prince, Département de l'Ouest",100,-72.39922,18.54114,-72.48922,18.45114,-72.30922,18.63114
"270",6,"Ouest","Croix-Des-Bouquets",1493,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"271",6,"Ouest","Port-au-Prince",1236,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"272",6,"Ouest","Port-au-Prince",992,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"273",6,"Ouest","Port-au-Prince",894,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"274",6,"Ouest","Kenscoff",780,18.4324479,-72.283773,"Kenscoff, Port-au-Prince, L'Ouest",100,-72.283773,18.4324479,-72.368773,18.3474479,-72.198773,18.5174479
"275",6,"Ouest","Port-au-Prince",695,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"276",6,"Ouest","Carrefour",435,18.54114,-72.39922,"Carrefour, Port-au-Prince, Département de l'Ouest",100,-72.39922,18.54114,-72.48922,18.45114,-72.30922,18.63114
"277",6,"Ouest","Delmas",267,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"278",6,"Ouest","Delmas",264,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"279",6,"Ouest","Port-au-Prince",264,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"280",6,"Ouest","Delmas",250,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"281",6,"Ouest","Tabarre",250,18.5733511,-72.2660827,"Tabarre, Port-au-Prince, L'Ouest",100,-72.2660827,18.5733511,-72.3070827,18.5323511,-72.2250827,18.6143511
"282",6,"Ouest","Delmas",243,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"283",6,"Ouest","Croix-Des-Bouquets",120,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"284",6,"Ouest","Tabarre",92,18.5733511,-72.2660827,"Tabarre, Port-au-Prince, L'Ouest",100,-72.2660827,18.5733511,-72.3070827,18.5323511,-72.2250827,18.6143511
"285",6,"Ouest","Pétion-Ville",86,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"286",6,"Ouest","Carrefour",80,18.54114,-72.39922,"Carrefour, Port-au-Prince, Département de l'Ouest",100,-72.39922,18.54114,-72.48922,18.45114,-72.30922,18.63114
"287",6,"Ouest","Thomazeau",66,18.6502463,-72.0971751,"Thomazeau, Croix-des-Bouquets, L'Ouest",100,-72.0971751,18.6502463,-72.2131751,18.5342463,-71.9811751,18.7662463
"288",6,"Ouest","Pétion-Ville",40,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"289",6,"Ouest","Delmas",25,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"290",6,"Ouest","Pétion-Ville",8,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"291",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"292",6,"Ouest","Pétion-Ville",0,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"293",6,"Ouest","Croix-Des-Bouquets",0,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"294",6,"Ouest","Cornillon / Grand Bois",0,18.6795864,-71.954207,"Grand-Bois, Croix-des-Bouquets, L'Ouest",100,-71.954207,18.6795864,-72.049207,18.5845864,-71.859207,18.7745864
"295",6,"Ouest","Léogâne",0,18.5111,-72.63343,"Léogâne, Leyogàn, Département de l'Ouest",100,-72.63343,18.5111,-72.68343,18.4611,-72.58343,18.5611
"296",6,"Ouest","Cité Soleil",0,18.5935228,-72.3241814,"Cité Soleil, Port-au-Prince, L'Ouest",100,-72.3241814,18.5935228,-72.3591814,18.5585228,-72.2891814,18.6285228
"297",6,"Ouest","Delmas",3550,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"298",6,"Ouest","Petit-Goâve",2950,18.4339516,-72.8612893,"Petit-Gôave, Léogane, L'Ouest",100,-72.8612893,18.4339516,-72.9762893,18.3189516,-72.7462893,18.5489516
"299",6,"Ouest","Gressier",2750,18.5386508,-72.4856259,"Gressier, Port-au-Prince, L'Ouest",100,-72.4856259,18.5386508,-72.5366259,18.4876508,-72.4346259,18.5896508
"300",6,"Ouest","Port-au-Prince",2410,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"301",6,"Ouest","Delmas",1300,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"302",6,"Ouest","Delmas",855,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"303",6,"Ouest","Port-au-Prince",800,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"304",6,"Ouest","Tabarre",480,18.5733511,-72.2660827,"Tabarre, Port-au-Prince, L'Ouest",100,-72.2660827,18.5733511,-72.3070827,18.5323511,-72.2250827,18.6143511
"305",6,"Ouest","Carrefour",280,18.54114,-72.39922,"Carrefour, Port-au-Prince, Département de l'Ouest",100,-72.39922,18.54114,-72.48922,18.45114,-72.30922,18.63114
"306",6,"Ouest","Carrefour",206,18.54114,-72.39922,"Carrefour, Port-au-Prince, Département de l'Ouest",100,-72.39922,18.54114,-72.48922,18.45114,-72.30922,18.63114
"307",6,"Ouest","Carrefour",180,18.54114,-72.39922,"Carrefour, Port-au-Prince, Département de l'Ouest",100,-72.39922,18.54114,-72.48922,18.45114,-72.30922,18.63114
"308",6,"Ouest","Delmas",177,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"309",6,"Ouest","Pétion-Ville",102,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"310",6,"Ouest","Grand-Goâve",80,18.4182808,-72.7296867,"Grand-Gôave, Léogane, L'Ouest",100,-72.7296867,18.4182808,-72.8236867,18.3242808,-72.6356867,18.5122808
"311",6,"Ouest","Tabarre",45,18.5733511,-72.2660827,"Tabarre, Port-au-Prince, L'Ouest",100,-72.2660827,18.5733511,-72.3070827,18.5323511,-72.2250827,18.6143511
"312",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"313",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"314",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"315",6,"Ouest","Croix-Des-Bouquets",0,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"316",6,"Ouest","Pétion-Ville",0,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"317",6,"Ouest","Croix-Des-Bouquets",0,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"318",6,"Ouest","Delmas",0,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"319",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"320",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"321",6,"Ouest","Pétion-Ville",101,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"322",6,"Ouest","Grand-Goâve",66,18.4182808,-72.7296867,"Grand-Gôave, Léogane, L'Ouest",100,-72.7296867,18.4182808,-72.8236867,18.3242808,-72.6356867,18.5122808
"323",6,"Ouest","Pétion-Ville",0,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"324",6,"Ouest","Pétion-Ville",0,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"325",6,"Ouest","Ganthier",7700,18.5315325,-72.06656,"Ganthier, Croix-des-Bouquets, L'Ouest",100,-72.06656,18.5315325,-72.20456,18.3935325,-71.92856,18.6695325
"326",6,"Ouest","Carrefour",284,18.54114,-72.39922,"Carrefour, Port-au-Prince, Département de l'Ouest",100,-72.39922,18.54114,-72.48922,18.45114,-72.30922,18.63114
"327",6,"Ouest","Port-au-Prince",240,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"328",6,"Ouest","Port-au-Prince",125,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"329",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"330",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"331",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"332",6,"Ouest","Ganthier",0,18.5315325,-72.06656,"Ganthier, Croix-des-Bouquets, L'Ouest",100,-72.06656,18.5315325,-72.20456,18.3935325,-71.92856,18.6695325
"333",6,"Ouest","Port-au-Prince",2555,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"334",6,"Ouest","Port-au-Prince",2025,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"335",6,"Ouest","Croix-Des-Bouquets",1755,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"336",6,"Ouest","Cité Soleil",635,18.5935228,-72.3241814,"Cité Soleil, Port-au-Prince, L'Ouest",100,-72.3241814,18.5935228,-72.3591814,18.5585228,-72.2891814,18.6285228
"337",6,"Ouest","Carrefour",380,18.54114,-72.39922,"Carrefour, Port-au-Prince, Département de l'Ouest",100,-72.39922,18.54114,-72.48922,18.45114,-72.30922,18.63114
"338",6,"Ouest","Petit-Goâve",230,18.4339516,-72.8612893,"Petit-Gôave, Léogane, L'Ouest",100,-72.8612893,18.4339516,-72.9762893,18.3189516,-72.7462893,18.5489516
"339",6,"Ouest","Port-au-Prince",225,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"340",6,"Ouest","Cité Soleil",220,18.5935228,-72.3241814,"Cité Soleil, Port-au-Prince, L'Ouest",100,-72.3241814,18.5935228,-72.3591814,18.5585228,-72.2891814,18.6285228
"341",6,"Ouest","Croix-Des-Bouquets",200,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"342",6,"Ouest","Cité Soleil",140,18.5935228,-72.3241814,"Cité Soleil, Port-au-Prince, L'Ouest",100,-72.3241814,18.5935228,-72.3591814,18.5585228,-72.2891814,18.6285228
"343",6,"Ouest","Croix-Des-Bouquets",100,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"344",6,"Ouest","Pétion-Ville",100,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"345",6,"Ouest","Pétion-Ville",95,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"346",6,"Ouest","Delmas",93,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"347",6,"Ouest","Delmas",85,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"348",6,"Ouest","Delmas",80,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"349",6,"Ouest","Cité Soleil",80,18.5935228,-72.3241814,"Cité Soleil, Port-au-Prince, L'Ouest",100,-72.3241814,18.5935228,-72.3591814,18.5585228,-72.2891814,18.6285228
"350",6,"Ouest","Port-au-Prince",50,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"351",6,"Ouest","Tabarre",45,18.5733511,-72.2660827,"Tabarre, Port-au-Prince, L'Ouest",100,-72.2660827,18.5733511,-72.3070827,18.5323511,-72.2250827,18.6143511
"352",6,"Ouest","Delmas",26,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"353",6,"Ouest","Pétion-Ville",0,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"354",6,"Ouest","Pétion-Ville",0,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"355",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"356",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"357",6,"Ouest","Pétion-Ville",0,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"358",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"359",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"360",6,"Ouest","Delmas",0,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"361",6,"Ouest","Ganthier",1985,18.5315325,-72.06656,"Ganthier, Croix-des-Bouquets, L'Ouest",100,-72.06656,18.5315325,-72.20456,18.3935325,-71.92856,18.6695325
"362",6,"Ouest","Cité Soleil",946,18.5935228,-72.3241814,"Cité Soleil, Port-au-Prince, L'Ouest",100,-72.3241814,18.5935228,-72.3591814,18.5585228,-72.2891814,18.6285228
"363",6,"Ouest","Carrefour",624,18.54114,-72.39922,"Carrefour, Port-au-Prince, Département de l'Ouest",100,-72.39922,18.54114,-72.48922,18.45114,-72.30922,18.63114
"364",6,"Ouest","Carrefour",400,18.54114,-72.39922,"Carrefour, Port-au-Prince, Département de l'Ouest",100,-72.39922,18.54114,-72.48922,18.45114,-72.30922,18.63114
"365",6,"Ouest","Croix-Des-Bouquets",400,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"366",6,"Ouest","Carrefour",340,18.54114,-72.39922,"Carrefour, Port-au-Prince, Département de l'Ouest",100,-72.39922,18.54114,-72.48922,18.45114,-72.30922,18.63114
"367",6,"Ouest","Port-au-Prince",335,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"368",6,"Ouest","Port-au-Prince",225,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"369",6,"Ouest","Croix-Des-Bouquets",200,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"370",6,"Ouest","Croix-Des-Bouquets",150,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"371",6,"Ouest","Pétion-Ville",100,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"372",6,"Ouest","Croix-Des-Bouquets",100,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"373",6,"Ouest","Tabarre",75,18.5733511,-72.2660827,"Tabarre, Port-au-Prince, L'Ouest",100,-72.2660827,18.5733511,-72.3070827,18.5323511,-72.2250827,18.6143511
"374",6,"Ouest","Tabarre",60,18.5733511,-72.2660827,"Tabarre, Port-au-Prince, L'Ouest",100,-72.2660827,18.5733511,-72.3070827,18.5323511,-72.2250827,18.6143511
"375",6,"Ouest","Delmas",58,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"376",6,"Ouest","Pétion-Ville",50,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"377",6,"Ouest","Delmas",43,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"378",6,"Ouest","Pétion-Ville",4,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"379",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
